"批次代码","批次名称","院校代号","院校国标代码","院校名称","院校省份","办学性质","专业代号","专业国标代码","专业名称","专业属性","计划数","首选科目代码","再选科目代码","学制","学费","专业备注","计划ID"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","18","070302","应用化学"," ","54","04","A","四年","4900","[色觉异常Ⅱ度(俗称色盲)不能录取]","1_3_1430_5_18"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","19","071002","生物技术"," ","37","04","A","四年","4900","[色觉异常Ⅱ度(俗称色盲)不能录取]","1_3_1430_5_19"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","20","081302","制药工程"," ","50","04","A","四年","4900","[色觉异常Ⅱ度(俗称色盲)不能录取]","1_3_1430_5_20"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","21","081304","能源化学工程"," ","58","04","A","四年","4900","[色觉异常Ⅱ度(俗称色盲)不能录取]","1_3_1430_5_21"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","22","082502","环境工程"," ","50","04","A","四年","4900","[色觉异常Ⅱ度(俗称色盲)不能录取]","1_3_1430_5_22"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","23","080703","通信工程"," ","31","04","A","四年","4900",,"1_3_1430_5_23"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","24","080717","人工智能"," ","37","04","A","四年","4900",,"1_3_1430_5_24"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","25","080901","计算机科学与技术"," ","31","04","A","四年","4900","(不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取)","1_3_1430_5_25"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","26","080905","物联网工程"," ","36","04","A","四年","4900","(不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取)","1_3_1430_5_26"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","27","080910","数据科学与大数据技术"," ","46","04","A","四年","4900","(不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取)","1_3_1430_5_27"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","28","020109","数字经济"," ","27","04","K","四年","4900","(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不能录取)","1_3_1430_5_28"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","29","120203","会计学"," ","56","08","K","四年","4900","(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不能录取)","1_3_1430_1_29"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","29","120203","会计学"," ","5","04","K","四年","4900","(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不能录取)","1_3_1430_5_29"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","30","120502","档案学"," ","39","08","K","四年","4900","(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不能录取)","1_3_1430_1_30"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","30","120502","档案学"," ","5","04","K","四年","4900","(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不能录取)","1_3_1430_5_30"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","31","120901","旅游管理"," ","5","04","K","四年","4900",,"1_3_1430_5_31"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","31","120901","旅游管理"," ","24","08","K","四年","4900",,"1_3_1430_1_31"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","32","040107","小学教育(师范)","(师范类)","39","08","K","四年","4400",,"1_3_1430_1_32"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","32","040107","小学教育(师范)","(师范类)","5","04","K","四年","4400",,"1_3_1430_5_32"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","33","050303","广告学"," ","57","08","K","四年","4400",,"1_3_1430_1_33"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","33","050303","广告学"," ","5","04","K","四年","4400",,"1_3_1430_5_33"
"3","普通类本科批","1430","11430","辽宁科技学院","辽宁","公办","ZW","080202H","机械设计制造及其自动化(中外合作办学)"," ","70","04","A","四年","24000","(非英语语种考生不宜就读)","1_3_1430_5_ZW"
"3","普通类本科批","1432","11432","辽宁警察学院","辽宁","公办","A1","030103","监狱学"," ","123","04","K","四年","6000",,"1_3_1432_5_A1"
"3","普通类本科批","1432","11432","辽宁警察学院","辽宁","公办","A1","030103","监狱学"," ","40","08","K","四年","6000",,"1_3_1432_1_A1"
"3","普通类本科批","1432","11432","辽宁警察学院","辽宁","公办","H1","120419","航空安防管理"," ","80","08","K","四年","4900",,"1_3_1432_1_H1"
"3","普通类本科批","1432","11432","辽宁警察学院","辽宁","公办","H1","120419","航空安防管理"," ","120","04","K","四年","4900",,"1_3_1432_5_H1"
"3","普通类本科批","1432","11432","辽宁警察学院","辽宁","公办","M1","080918","密码科学与技术"," ","30","04","A","四年","4900",,"1_3_1432_5_M1"
"3","普通类本科批","1432","11432","辽宁警察学院","辽宁","公办","W1","080911","网络空间安全"," ","80","04","A","四年","4900",,"1_3_1432_5_W1"
"3","普通类本科批","1432","11432","辽宁警察学院","辽宁","公办","Y1","082902","应急技术与管理"," ","160","04","A","四年","4900",,"1_3_1432_5_Y1"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","02","260604","无人机系统应用技术"," ","5","04","K","四年","待定","(本科层次职业教育)","1_3_1436_5_02"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","03","220301","导航工程技术"," ","5","04","K","四年","待定","(本科层次职业教育)","1_3_1436_5_03"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","04","260702","新能源汽车工程技术"," ","5","04","K","四年","8800","(本科层次职业教育)","1_3_1436_5_04"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","05","260703","智能网联汽车工程技术"," ","5","04","K","四年","8800","(本科层次职业教育)","1_3_1436_5_05"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","06","260101","机械设计制造及自动化"," ","4","04","K","四年","8800","(本科层次职业教育)","1_3_1436_5_06"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","08","260304","机器人技术"," ","5","04","K","四年","8800","(本科层次职业教育)","1_3_1436_5_08"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","10","330801","物流工程技术"," ","6","04","K","四年","8800","(本科层次职业教育)","1_3_1436_5_10"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","11","310204","数字媒体技术"," ","5","04","K","四年","6600","(本科层次职业教育)","1_3_1436_5_11"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","12","310207","信息安全与管理"," ","5","04","K","四年","6050","(本科层次职业教育)","1_3_1436_5_12"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","13","310209","人工智能工程技术"," ","5","04","K","四年","待定","(本科层次职业教育)","1_3_1436_5_13"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","14","310401","集成电路工程技术"," ","5","04","K","四年","5940","(本科层次职业教育)(不招色盲、色弱考生)","1_3_1436_5_14"
"3","普通类本科批","1436","11436","长春汽车职业技术大学","吉林","公办","15","310104","光电信息工程技术"," ","5","04","K","四年","5940","(本科层次职业教育)(不招色盲、色弱考生)","1_3_1436_5_15"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","01","080601","电气工程及其自动化"," ","7","04","A","四年","5940",,"1_3_1437_5_01"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","02","080701","电子信息工程"," ","2","04","A","四年","5940",,"1_3_1437_5_02"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","03","080602","智能电网信息工程"," ","2","04","A","四年","5400",,"1_3_1437_5_03"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","05","081006","道路桥梁与渡河工程"," ","3","04","A","四年","5940",,"1_3_1437_5_05"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","06","081001","土木工程"," ","4","04","A","四年","5940",,"1_3_1437_5_06"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","08","080410","宝石及材料工艺学"," ","3","04","A","四年","5940",,"1_3_1437_5_08"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","09","081201","测绘工程"," ","3","04","A","四年","5940",,"1_3_1437_5_09"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","12","260604","无人机系统应用技术"," ","2","04","K","四年","5400","(本科层次职业教育)","1_3_1437_5_12"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","14","080202","机械设计制造及其自动化"," ","2","04","A","四年","5940",,"1_3_1437_5_14"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","18","260702","新能源汽车工程技术"," ","2","04","K","四年","5400","(本科层次职业教育)","1_3_1437_5_18"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","19","082901","安全工程"," ","2","04","A","四年","5400",,"1_3_1437_5_19"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","20","082902","应急技术与管理"," ","2","04","A","四年","5400",,"1_3_1437_5_20"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","21","081003","给排水科学与工程"," ","6","04","A","四年","5940",,"1_3_1437_5_21"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","22","082502","环境工程"," ","4","04","A","四年","5400",,"1_3_1437_5_22"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","26","081004","建筑电气与智能化"," ","2","04","A","四年","5400",,"1_3_1437_5_26"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","28","080501","能源与动力工程"," ","7","04","A","四年","5940",,"1_3_1437_5_28"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","29","080503","新能源科学与工程"," ","2","04","A","四年","5400",,"1_3_1437_5_29"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","30","120103","工程管理"," ","2","04","K","四年","4800",,"1_3_1437_5_30"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","31","120105","工程造价"," ","3","04","K","四年","5280",,"1_3_1437_5_31"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","33","082801","建筑学"," ","5","04","K","五年","5940",,"1_3_1437_5_33"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","35","070302","应用化学"," ","2","04","A","四年","5000",,"1_3_1437_5_35"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","39","080910","数据科学与大数据技术"," ","2","04","A","四年","5400",,"1_3_1437_5_39"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","54","050201","英语"," ","5","08","K","四年","4600",,"1_3_1437_1_54"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","8A","080501H","能源与动力工程(中外合作办学)"," ","4","04","A","四年","40000","(与俄罗斯南俄国立技术大学合作办学)","1_3_1437_5_8A"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","8B","080202H","机械设计制造及其自动化(中外合作办学)"," ","15","04","A","四年","26000","(与英国西苏格兰大学合作办学)","1_3_1437_5_8B"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","8C","081001H","土木工程(中外合作办学)"," ","28","04","A","四年","26000","(与英国西苏格兰大学合作办学)","1_3_1437_5_8C"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","BF","90AA","边防军人子女预科班"," ","3","04","K","一年","5000","(湖东校区)","1_3_1437_5_BF"
"3","普通类本科批","1437","11437","长春工程学院","吉林","公办","BF","90AA","边防军人子女预科班"," ","1","08","K","一年","5000","(湖东校区)","1_3_1437_1_BF"
"3","普通类本科批","1439","11439","吉林农业科技学院","吉林","公办","03","080202","机械设计制造及其自动化"," ","2","04","A","四年","6400",,"1_3_1439_5_03"
"3","普通类本科批","1439","11439","吉林农业科技学院","吉林","公办","04","080204","机械电子工程"," ","2","04","A","四年","5400",,"1_3_1439_5_04"
"3","普通类本科批","1439","11439","吉林农业科技学院","吉林","公办","05","080213","智能制造工程"," ","2","04","A","四年","5400",,"1_3_1439_5_05"
"3","普通类本科批","1439","11439","吉林农业科技学院","吉林","公办","06","080601","电气工程及其自动化"," ","2","04","A","四年","6400","(不招单色识别不全者)","1_3_1439_5_06"
"3","普通类本科批","1439","11439","吉林农业科技学院","吉林","公办","0E","0827","食品科学与工程类(食品科学与工程、食品质量与安全)"," ","2","04","A","四年","5400","(不招色盲、色弱,不招单色识别不全者)","1_3_1439_5_0E"
"3","普通类本科批","1439","11439","吉林农业科技学院","吉林","公办","0J","083002","生物制药"," ","2","04","A","四年","5400","(不招色弱)","1_3_1439_5_0J"
"3","普通类本科批","1439","11439","吉林农业科技学院","吉林","公办","10","080202H","机械设计制造及其自动化(中外合作办学)"," ","4","04","A","四年","26000","(与韩国庆南大学合作办学)","1_3_1439_5_10"
"3","普通类本科批","1439","11439","吉林农业科技学院","吉林","公办","11","090401H","动物医学(中外合作办学)"," ","4","04","A","五年","20000","(与韩国中部大学合作办学)","1_3_1439_5_11"
"3","普通类本科批","1441","11441","吉林警察学院","吉林","公办","0E","080901","计算机科学与技术"," ","12","04","A","四年","5940",,"1_3_1441_5_0E"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","11","080601","电气工程及其自动化"," ","3","04","A","四年","5000",,"1_3_1445_5_11"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","12","080910","数据科学与大数据技术"," ","2","04","A","四年","5000",,"1_3_1445_5_12"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","14","080602","智能电网信息工程"," ","2","04","A","四年","5000",,"1_3_1445_5_14"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","15","080202","机械设计制造及其自动化"," ","4","04","A","四年","5000",,"1_3_1445_5_15"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","16","080213","智能制造工程"," ","2","04","A","四年","5000",,"1_3_1445_5_16"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","17","080206","过程装备与控制工程"," ","2","04","A","四年","5000",,"1_3_1445_5_17"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","20","081304","能源化学工程"," ","2","04","A","四年","5000",,"1_3_1445_5_20"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","21","081503","矿物加工工程"," ","2","04","A","四年","5000",,"1_3_1445_5_21"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","22","081202","遥感科学与技术"," ","2","04","A","四年","5000",,"1_3_1445_5_22"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","23","081201","测绘工程"," ","3","04","A","四年","5000",,"1_3_1445_5_23"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","24","081001","土木工程"," ","2","04","A","四年","5000",,"1_3_1445_5_24"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","25","082901","安全工程"," ","2","04","A","四年","5000",,"1_3_1445_5_25"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","26","081501","采矿工程"," ","2","04","A","四年","5000",,"1_3_1445_5_26"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","28","120204","财务管理"," ","3","08","K","四年","4500",,"1_3_1445_1_28"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","29","020105","商务经济学"," ","2","08","K","四年","4500",,"1_3_1445_1_29"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","30","120803","跨境电子商务"," ","2","08","K","四年","待定",,"1_3_1445_1_30"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","32","120105","工程造价"," ","2","04","K","四年","5000",,"1_3_1445_5_32"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","33","050306","网络与新媒体"," ","2","08","K","四年","4000",,"1_3_1445_1_33"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","34","040106","学前教育(师范)","(师范类)","2","08","K","四年","4000",,"1_3_1445_1_34"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","35","050202","俄语"," ","3","08","K","四年","4500",,"1_3_1445_1_35"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","36","050262","商务英语"," ","2","08","K","四年","4500","(招收英语考生)","1_3_1445_1_36"
"3","普通类本科批","1445","11445","黑龙江工业学院","黑龙江","公办","38","050107","秘书学"," ","2","08","K","四年","4000",,"1_3_1445_1_38"
"3","普通类本科批","1446","11446","黑龙江东方学院","黑龙江","民办","05","080601","电气工程及其自动化"," ","5","04","A","四年","25000",,"1_3_1446_5_05"
"3","普通类本科批","1446","11446","黑龙江东方学院","黑龙江","民办","07","080901","计算机科学与技术"," ","2","04","A","四年","25000",,"1_3_1446_5_07"
"3","普通类本科批","1446","11446","黑龙江东方学院","黑龙江","民办","08","080902","软件工程"," ","2","04","A","四年","25000",,"1_3_1446_5_08"
"3","普通类本科批","1446","11446","黑龙江东方学院","黑龙江","民办","22","080202","机械设计制造及其自动化"," ","2","04","A","四年","25000",,"1_3_1446_5_22"
"3","普通类本科批","1446","11446","黑龙江东方学院","黑龙江","民办","25","080803","机器人工程"," ","3","04","A","四年","25000",,"1_3_1446_5_25"
"3","普通类本科批","1446","11446","黑龙江东方学院","黑龙江","民办","46","080717","人工智能"," ","2","04","A","四年","25000",,"1_3_1446_5_46"
"3","普通类本科批","1446","11446","黑龙江东方学院","黑龙江","民办","47","080806","智能装备与系统"," ","2","04","A","四年","25000",,"1_3_1446_5_47"
"3","普通类本科批","1446","11446","黑龙江东方学院","黑龙江","民办","50","080213","智能制造工程"," ","2","04","A","四年","25000",,"1_3_1446_5_50"
"3","普通类本科批","1458","11458","上海电机学院","上海","公办","0E","080203","材料成型及控制工程"," ","4","04","A","四年","7000",,"1_3_1458_5_0E"
"3","普通类本科批","1458","11458","上海电机学院","上海","公办","0F","080401","材料科学与工程"," ","2","04","A","四年","7000",,"1_3_1458_5_0F"
"3","普通类本科批","1458","11458","上海电机学院","上海","公办","0K","070202","应用物理学"," ","3","04","A","四年","7000","(不招色盲且不招单色识别不全者)","1_3_1458_5_0K"
"3","普通类本科批","1458","11458","上海电机学院","上海","公办","0L","120701","工业工程"," ","3","04","K","四年","6500",,"1_3_1458_5_0L"
"3","普通类本科批","1458","11458","上海电机学院","上海","公办","0M","020102","经济统计学"," ","2","04","K","四年","6500",,"1_3_1458_5_0M"
"3","普通类本科批","1460","11460","南京晓庄学院","江苏","公办","12","050101","汉语言文学"," ","2","08","K","四年","5200",,"1_3_1460_1_12"
"3","普通类本科批","1460","11460","南京晓庄学院","江苏","公办","13","050103","汉语国际教育"," ","2","08","K","四年","5200",,"1_3_1460_1_13"
"3","普通类本科批","1460","11460","南京晓庄学院","江苏","公办","17","050302","广播电视学"," ","2","08","K","四年","5200",,"1_3_1460_1_17"
"3","普通类本科批","1460","11460","南京晓庄学院","江苏","公办","20","020401","国际经济与贸易"," ","2","08","K","四年","5200",,"1_3_1460_1_20"
"3","普通类本科批","1460","11460","南京晓庄学院","江苏","公办","22","120601","物流管理"," ","2","08","K","四年","5200",,"1_3_1460_1_22"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","01","080202","机械设计制造及其自动化"," ","1","04","A","四年","5800",,"1_3_1463_5_01"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","02","080204","机械电子工程"," ","1","04","A","四年","5800",,"1_3_1463_5_02"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","12","080601","电气工程及其自动化"," ","1","04","A","四年","5800",,"1_3_1463_5_12"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","14","080801","自动化"," ","1","04","A","四年","5800",,"1_3_1463_5_14"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","18","080910","数据科学与大数据技术"," ","1","04","A","四年","5800",,"1_3_1463_5_18"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","21","081301","化学工程与工艺"," ","1","04","A","四年","5800",,"1_3_1463_5_21"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","23","080412","功能材料"," ","1","04","A","四年","5800",,"1_3_1463_5_23"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","28","080208","汽车服务工程"," ","1","04","A","四年","5800",,"1_3_1463_5_28"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","32","080203","材料成型及控制工程"," ","1","04","A","四年","5800",,"1_3_1463_5_32"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","34","080217","增材制造工程"," ","1","04","A","四年","5800",,"1_3_1463_5_34"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","35","120203","会计学"," ","1","08","K","四年","5200",,"1_3_1463_1_35"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","38","120202","市场营销"," ","1","04","K","四年","5200",,"1_3_1463_5_38"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","42","020102","经济统计学"," ","1","04","K","四年","5200",,"1_3_1463_5_42"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","43","050201","英语(师范)","(师范类)","1","08","K","四年","5200","(招收英语考生)","1_3_1463_1_43"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","44","050203","德语"," ","1","08","K","四年","5200",,"1_3_1463_1_44"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","50","050101","汉语言文学(师范)","(师范类)","1","08","K","四年","5200",,"1_3_1463_1_50"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","55","120904","旅游管理与服务教育(师范)","(师范类)","1","08","K","四年","5200",,"1_3_1463_1_55"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","57","071201","统计学"," ","1","04","A","四年","5500",,"1_3_1463_5_57"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","58","080418","光电信息材料与器件"," ","1","04","A","四年","5800",,"1_3_1463_5_58"
"3","普通类本科批","1463","11463","江苏理工学院","江苏","公办","69","080717","人工智能"," ","1","04","A","四年","5800",,"1_3_1463_5_69"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","35","020202","税收学"," ","1","04","K","四年","6000",,"1_3_1482_5_35"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","35","020202","税收学"," ","1","08","K","四年","6000",,"1_3_1482_1_35"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","38","120103","工程管理(审计方向)"," ","2","04","K","四年","5300",,"1_3_1482_5_38"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","40","120203","会计学"," ","1","04","K","四年","6000",,"1_3_1482_5_40"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","44","020302","金融工程"," ","1","04","K","四年","5300",,"1_3_1482_5_44"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","46","020301H","金融学(中外合作办学)"," ","1","04","K","四年","28800",,"1_3_1482_5_46"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","46","020301H","金融学(中外合作办学)"," ","1","08","K","四年","28800",,"1_3_1482_1_46"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","48","120108","大数据管理与应用"," ","1","04","K","四年","5300",,"1_3_1482_5_48"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","52","080901","计算机科学与技术"," ","1","04","A","四年","6000",,"1_3_1482_5_52"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","55","020109","数字经济"," ","1","04","K","四年","5300",,"1_3_1482_5_55"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","58","0502","外国语言文学类(英语、商务英语)"," ","1","08","K","四年","5300","(只招英语语种考生)","1_3_1482_1_58"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","59","020102","经济统计学"," ","1","04","K","四年","5300",,"1_3_1482_5_59"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","60","071202","应用统计学"," ","1","04","A","四年","5300",,"1_3_1482_5_60"
"3","普通类本科批","1482","11482","浙江财经大学","浙江","公办","62","080910","数据科学与大数据技术"," ","1","04","A","四年","5300",,"1_3_1482_5_62"
"3","普通类本科批","1488","11488","衢州学院","浙江","公办","04","080407","高分子材料与工程"," ","2","04","A","四年","5500",,"1_3_1488_5_04"
"3","普通类本科批","1488","11488","衢州学院","浙江","公办","06","082901","安全工程"," ","5","04","A","四年","5500",,"1_3_1488_5_06"
"3","普通类本科批","1488","11488","衢州学院","浙江","公办","07","080202","机械设计制造及其自动化"," ","5","04","A","四年","6325",,"1_3_1488_5_07"
"3","普通类本科批","1488","11488","衢州学院","浙江","公办","0L","080910","数据科学与大数据技术"," ","3","04","A","四年","5500",,"1_3_1488_5_0L"
"3","普通类本科批","1488","11488","衢州学院","浙江","公办","0M","080717","人工智能"," ","5","04","A","四年","5500",,"1_3_1488_5_0M"
"3","普通类本科批","1508","11508","新余学院","江西","公办","1A","080414","新能源材料与器件"," ","1","04","A","四年","4120",,"1_3_1508_5_1A"
"3","普通类本科批","1508","11508","新余学院","江西","公办","1E","080203","材料成型及控制工程"," ","1","04","A","四年","4120",,"1_3_1508_5_1E"
"3","普通类本科批","1508","11508","新余学院","江西","公办","1F","080601","电气工程及其自动化"," ","1","04","A","四年","4350",,"1_3_1508_5_1F"
"3","普通类本科批","1510","11510","山东交通学院","山东","公办","01","080207","车辆工程"," ","4","04","A","四年","6600",,"1_3_1510_5_01"
"3","普通类本科批","1510","11510","山东交通学院","山东","公办","13","081001","土木工程"," ","4","04","A","四年","6325",,"1_3_1510_5_13"
"3","普通类本科批","1510","11510","山东交通学院","山东","公办","15","120103","工程管理"," ","4","04","K","四年","6325",,"1_3_1510_5_15"
"3","普通类本科批","1510","11510","山东交通学院","山东","公办","21","080202","机械设计制造及其自动化"," ","4","04","A","四年","6600",,"1_3_1510_5_21"
"3","普通类本科批","1510","11510","山东交通学院","山东","公办","33","120602","物流工程"," ","4","04","K","四年","6600",,"1_3_1510_5_33"
"3","普通类本科批","1510","11510","山东交通学院","山东","公办","52","020301","金融学"," ","4","08","K","四年","6325",,"1_3_1510_1_52"
"3","普通类本科批","1510","11510","山东交通学院","山东","公办","79","081901","船舶与海洋工程"," ","4","04","A","四年","6325","(威海校区)","1_3_1510_5_79"
"3","普通类本科批","1510","11510","山东交通学院","山东","公办","84","120801","电子商务"," ","4","08","K","四年","6325","(威海校区)","1_3_1510_1_84"
"3","普通类本科批","1517","11517","河南工程学院","河南","公办","02","020401","国际经济与贸易"," ","2","08","K","四年","4400",,"1_3_1517_1_02"
"3","普通类本科批","1517","11517","河南工程学院","河南","公办","03","050201","英语"," ","1","08","K","四年","4400","(只招英语语种考生)","1_3_1517_1_03"
"3","普通类本科批","1517","11517","河南工程学院","河南","公办","09","080203","材料成型及控制工程"," ","1","04","A","四年","5000",,"1_3_1517_5_09"
"3","普通类本科批","1517","11517","河南工程学院","河南","公办","0C","080702","电子科学与技术"," ","1","04","A","四年","5000",,"1_3_1517_5_0C"
"3","普通类本科批","1517","11517","河南工程学院","河南","公办","0G","081001","土木工程"," ","1","04","A","四年","5000",,"1_3_1517_5_0G"
"3","普通类本科批","1517","11517","河南工程学院","河南","公办","0S","081602","服装设计与工程"," ","1","04","K","四年","5000",,"1_3_1517_5_0S"
